,Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
392,54,1,2,821,2,5,2,4,1,1,86,3,5,0,1,1,8509,4,0,11,3,3,1.0,24,4.0,2,4,2,1.0,2
393,34,1,0,1381,1,4,4,3,3,0,72,3,2,7,3,1,12740,2,0,15,3,1,1.0,6,3.0,3,3,2,1.0,2
394,31,1,2,480,2,7,2,4,2,0,31,3,2,3,1,1,4156,1,0,12,3,2,1.0,13,4.5,1,13,10,3.0,12
395,43,1,1,313,2,21,3,4,4,1,61,3,1,8,4,1,15238,7,0,20,3,1,1.0,8,1.0,3,3,2,1.0,2
396,43,1,2,1473,2,8,4,1,3,0,74,3,2,2,3,0,2227,4,1,14,3,4,0.0,8,3.0,3,5,2,0.0,2
397,25,1,2,891,1,4,2,5,2,0,99,2,2,7,4,2,12090,1,1,11,3,2,0.0,5,3.0,3,5,4,1.0,3
398,37,1,0,1063,2,25,5,4,2,0,72,3,2,6,3,1,23866,3,1,15,3,1,2.0,15,2.0,3,13,11,7.5,7
399,31,1,2,329,2,1,2,5,4,1,98,2,1,8,1,1,16193,1,0,12,3,3,1.0,4,3.0,3,4,2,3.0,2
400,39,1,1,1218,2,1,1,5,2,1,52,3,5,1,3,0,8213,1,1,14,3,3,1.0,21,3.0,3,18,8,1.0,6
401,56,1,1,906,1,6,3,5,3,0,86,4,4,7,1,1,18256,2,0,11,3,4,2.5,10,0.5,2,7,7,7.0,7
402,30,1,2,1082,1,12,3,2,2,0,83,3,2,7,3,2,19558,0,0,11,3,2,0.0,6,4.5,3,5,4,4.0,4
403,41,1,2,645,1,1,3,3,2,1,49,4,3,7,1,1,19566,1,0,16,3,3,1.0,10,2.0,3,10,7,0.0,7
404,28,1,2,1300,2,17,2,4,3,1,79,3,2,8,1,0,13535,1,0,12,3,4,1.0,10,2.0,3,10,0,1.0,8
405,25,0,2,688,2,3,3,4,1,1,91,3,1,8,1,1,9396,5,0,13,3,3,1.0,6,4.5,3,2,2,0.0,2
406,52,1,2,319,2,3,3,4,4,1,39,2,3,3,3,1,19609,2,1,14,3,3,0.0,28,4.0,3,5,4,0.0,4
407,45,1,2,192,2,10,2,5,1,1,69,3,1,6,4,1,9655,3,0,21,3,4,2.0,8,3.0,2,2,2,0.0,2
408,52,1,2,1490,2,4,2,5,4,0,30,3,4,1,4,1,10310,2,0,13,3,4,0.0,10,2.0,1,5,2,1.0,4
409,42,1,1,532,2,29,2,5,1,0,92,3,2,6,3,0,12932,2,0,11,3,2,1.0,19,3.0,3,5,4,0.0,2
410,30,1,2,317,2,2,3,5,3,0,43,1,2,3,4,2,24793,2,0,20,3,3,0.0,11,2.0,3,5,4,0.0,2
411,60,1,2,422,2,7,3,5,1,0,41,3,5,1,1,1,3854,5,0,11,3,4,0.0,10,4.5,1,18,8,7.5,10
412,46,1,2,1485,2,18,3,4,3,0,87,3,2,3,3,0,26314,2,0,14,3,3,1.0,19,4.5,2,10,7,0.0,8
413,42,1,1,1368,2,28,4,2,4,0,88,2,2,2,4,1,4386,0,0,11,3,4,2.5,7,4.0,4,6,5,0.0,4
414,24,0,2,1448,1,1,1,2,1,0,62,3,1,5,2,2,21972,1,1,16,3,2,0.0,6,4.0,3,5,3,1.0,4
415,34,0,1,296,1,6,2,3,4,0,33,1,1,5,3,0,12253,0,0,16,3,4,1.0,3,3.0,2,2,2,1.0,0
416,38,1,1,1490,2,2,2,5,4,1,42,3,1,8,4,1,12106,1,1,23,3,3,1.0,1,3.0,3,1,0,0.0,0
417,40,1,2,1398,1,2,4,5,3,0,79,3,5,1,3,1,13022,0,0,14,3,4,0.0,21,2.0,3,18,3,1.0,12
418,26,1,2,1349,2,23,3,5,1,0,90,3,1,6,4,0,3032,1,0,22,3,2,2.0,3,3.0,1,3,2,0.0,2
419,30,1,0,1400,2,3,3,5,3,1,53,3,1,8,4,1,16734,4,0,15,3,3,1.0,9,3.0,1,5,3,1.0,4
420,29,1,2,986,2,3,4,4,2,1,93,2,3,0,3,1,21526,1,0,18,3,3,0.0,10,2.0,3,10,2,0.0,7
421,29,0,2,408,2,25,5,2,3,0,71,2,1,6,2,1,18300,5,0,16,3,2,0.0,6,2.0,4,2,2,1.0,1
422,19,0,2,489,0,2,2,2,1,1,52,2,1,4,4,2,18437,1,0,12,3,3,0.0,1,3.0,4,1,0,0.0,0
423,30,1,0,1398,1,22,4,1,3,0,69,3,3,7,1,1,2890,0,0,11,3,3,0.0,10,3.0,3,9,8,7.0,8
424,57,1,2,210,1,29,3,3,1,1,56,2,4,1,4,0,22102,3,0,12,3,3,1.0,10,3.0,2,1,0,0.0,0
425,50,1,2,1099,2,29,4,5,2,1,88,2,4,1,3,1,9314,0,0,15,3,2,1.0,28,2.0,3,18,10,7.5,7
426,30,1,0,1116,2,2,3,4,3,0,49,3,1,8,4,2,7181,0,0,14,3,3,0.0,12,2.0,2,11,7,6.0,7
427,60,1,1,1499,1,28,3,3,3,0,80,2,3,7,1,1,2845,4,0,19,3,4,0.0,22,4.5,4,18,13,7.5,11
428,47,1,2,983,2,2,2,4,1,0,65,3,2,3,4,0,7389,5,0,13,3,3,2.5,20,2.0,3,5,0,0.0,4
429,46,1,2,1009,2,2,3,5,1,1,51,3,4,0,3,1,2288,6,0,13,3,3,0.0,26,2.0,1,3,2,0.0,1
430,35,1,2,144,2,22,3,5,4,1,46,1,1,8,3,2,19225,0,0,15,3,3,0.0,6,2.0,3,5,4,4.0,3
431,54,1,2,548,2,8,4,5,3,0,42,3,2,8,3,2,23428,7,0,11,3,3,0.0,19,3.0,3,1,0,0.0,0
432,34,1,2,1303,2,2,4,5,4,1,62,2,1,6,3,0,8416,3,0,12,3,3,1.0,14,3.0,3,7,3,5.0,7
433,46,1,2,1125,1,10,3,3,3,0,94,2,3,7,4,1,11563,2,1,19,3,3,1.0,15,3.0,3,3,2,1.0,2
434,31,1,2,1274,2,9,1,5,3,1,33,3,3,3,2,0,14394,1,0,25,3,4,1.0,13,4.5,4,13,8,0.0,8
435,33,0,2,1277,2,15,1,4,2,1,56,3,3,1,3,1,24619,7,1,12,3,4,0.0,15,2.0,4,7,6,7.0,7
436,33,0,2,587,2,10,1,4,1,1,38,1,1,8,4,0,6705,7,0,13,3,1,2.5,8,2.0,3,4,3,1.0,3
437,30,1,2,413,1,7,1,3,4,1,57,3,1,5,2,2,18398,0,0,14,3,1,0.0,4,3.0,3,3,2,1.0,2
438,35,1,2,1276,2,16,3,5,4,1,72,3,3,2,3,1,14295,4,1,12,3,3,0.0,10,2.0,3,8,7,0.0,0
439,31,0,1,534,2,20,3,5,1,1,66,3,3,2,3,1,22908,3,0,12,3,1,0.0,12,2.0,3,1,0,0.0,0
440,34,0,1,988,0,23,3,0,2,0,43,3,3,4,1,0,11533,2,1,15,3,3,2.5,11,2.0,3,3,2,0.0,2
441,42,1,1,1474,2,5,2,1,2,1,97,3,1,8,3,1,9260,4,0,17,3,4,1.0,8,4.0,3,2,2,2.0,0
442,36,1,0,635,1,10,4,4,2,1,32,3,3,7,4,2,15318,1,0,14,3,4,0.0,10,3.0,2,10,3,7.5,7
443,22,0,1,1368,2,4,1,2,3,1,99,2,1,8,3,2,9129,5,0,16,3,3,0.0,4,3.0,3,2,2,1.0,2
444,48,1,2,163,1,2,5,3,2,0,37,3,2,7,4,1,19658,2,0,14,3,1,1.0,14,2.0,3,9,7,6.0,7
445,55,1,2,1117,1,18,5,5,1,0,83,3,4,1,2,2,9873,3,0,23,3,4,0.0,10,2.0,3,10,9,7.0,7
446,41,1,0,267,1,10,2,5,4,1,56,3,2,7,4,2,13430,7,0,14,3,4,0.0,16,3.0,3,14,3,1.0,10
447,35,1,2,619,1,1,3,3,2,1,85,3,2,7,3,1,18659,2,0,11,3,3,0.0,15,2.0,3,11,9,6.0,9
448,40,1,2,302,2,6,3,5,2,0,75,3,4,3,3,2,20364,7,0,15,3,3,0.0,22,3.0,3,18,6,5.0,13
449,39,1,1,443,2,8,1,5,3,0,48,3,1,8,3,1,17872,1,0,11,3,1,1.0,8,3.0,3,8,3,0.0,7
450,31,1,2,828,1,2,1,5,2,1,77,3,2,7,4,2,8346,4,1,13,3,3,0.0,10,2.0,4,6,5,0.0,5
451,42,1,2,319,2,24,3,4,4,1,56,3,3,3,1,1,6950,1,1,21,3,4,1.0,10,4.5,2,10,9,5.0,8
452,45,1,2,561,1,2,3,1,4,1,61,3,2,7,2,1,16177,0,0,19,3,2,1.0,9,3.0,4,8,7,3.0,7
453,26,0,1,426,0,17,4,5,2,0,58,3,1,4,3,0,22808,0,1,11,3,2,1.0,8,2.0,2,7,7,1.0,0
454,29,1,2,232,2,19,3,2,4,1,34,3,2,3,4,0,22645,4,0,12,3,2,2.0,8,2.0,4,3,2,1.0,2
455,33,1,2,922,2,1,5,4,1,0,95,4,4,0,3,0,22578,4,0,19,3,3,1.0,10,2.0,3,6,1,0.0,5
456,31,1,2,688,1,7,3,5,3,1,44,2,3,1,4,0,25291,2,0,21,3,3,1.0,10,3.0,2,5,4,0.0,1
457,18,0,1,1306,1,5,3,3,2,1,69,3,1,5,2,2,8059,1,1,14,3,4,0.0,0,3.0,3,0,0,0.0,0
458,40,1,0,1094,1,28,3,1,3,1,58,1,3,7,1,0,11373,3,0,15,3,3,1.0,20,2.0,3,1,0,0.0,1
459,41,1,0,509,2,2,4,1,1,0,62,2,2,2,3,2,2112,2,1,17,3,1,0.0,10,3.0,3,8,7,0.0,7
460,26,1,2,775,1,29,2,4,1,1,45,3,2,7,3,0,4267,5,0,12,3,1,2.0,8,4.5,3,0,0,0.0,0
461,35,1,2,195,1,1,3,4,1,0,80,3,2,7,3,2,6698,1,0,16,3,4,0.0,5,3.0,3,5,4,0.0,3
462,34,1,2,258,1,21,4,5,4,1,74,4,2,7,4,2,19921,1,0,12,3,4,0.0,10,3.0,3,10,7,5.0,7
463,26,0,2,471,2,24,3,2,3,1,66,1,1,8,4,2,23213,1,1,18,3,2,0.0,1,3.0,1,1,0,0.0,0
464,37,1,2,799,2,1,3,2,2,0,59,3,3,3,4,2,23848,4,0,17,3,4,0.0,12,3.0,4,6,5,1.0,2
465,46,1,1,1034,2,18,1,4,1,0,86,3,3,2,3,1,8984,5,0,11,3,4,0.0,28,3.0,2,2,2,1.0,2
466,41,1,2,1276,1,2,5,5,2,0,91,3,4,1,1,1,5626,7,0,16,3,2,1.0,22,2.0,3,18,3,7.5,8
467,37,1,0,142,1,9,4,4,1,1,69,3,3,7,2,0,24666,1,0,13,3,4,1.0,9,4.5,3,9,5,7.0,7
468,52,1,2,956,2,6,2,2,4,1,78,3,2,6,1,0,22087,3,1,12,3,2,2.0,18,3.0,3,10,9,6.0,9
469,32,0,0,1474,1,11,4,1,4,1,60,4,2,7,3,1,23914,8,0,12,3,4,0.0,6,2.0,3,4,2,1.0,2
470,24,1,1,535,1,24,3,4,4,1,38,3,1,5,4,1,5530,0,0,13,3,3,2.0,3,3.0,3,2,2,2.0,1
471,38,1,2,1495,2,10,3,4,3,0,76,3,2,2,3,1,22174,3,0,19,3,3,1.0,18,4.0,3,1,0,0.0,0
472,37,1,2,446,2,1,4,5,2,0,65,3,2,3,2,1,15701,6,0,12,3,2,1.0,8,2.0,2,6,5,4.0,3
473,49,1,2,1245,2,18,4,5,4,1,58,2,5,0,3,0,2125,1,1,17,3,3,1.0,10,4.5,3,18,9,0.0,9
474,24,1,2,691,2,23,3,4,2,1,89,4,1,6,4,1,21630,1,1,11,3,2,2.0,6,3.0,3,6,5,1.0,4
475,26,1,2,703,1,28,2,3,1,1,66,3,2,7,2,1,7428,1,0,20,3,4,2.0,6,4.5,4,5,3,1.0,4
476,24,1,2,823,2,17,2,1,4,1,94,2,1,8,2,1,9100,1,0,21,3,4,1.0,1,2.0,3,1,0,0.0,0
477,50,1,1,1246,0,3,3,4,1,1,99,3,5,1,2,1,7999,1,0,11,3,3,1.0,10,2.0,3,18,5,7.5,7
478,25,1,2,622,1,13,1,4,2,1,40,3,1,5,3,1,26376,1,0,11,3,3,0.0,7,1.0,3,7,4,0.0,6
479,24,0,1,1287,2,7,3,5,1,0,55,3,1,8,3,1,14168,1,1,16,3,4,1.0,6,4.0,3,6,3,1.0,2
480,30,0,1,448,1,12,4,5,2,1,74,2,1,5,1,1,14470,1,0,18,3,3,1.0,1,2.0,4,1,0,0.0,0
481,34,1,2,254,2,1,2,5,2,1,83,2,1,6,4,1,22794,1,1,13,3,4,1.0,6,3.0,3,6,5,1.0,3
482,31,0,2,1365,1,13,4,4,2,1,46,3,2,7,1,0,11512,2,0,17,3,3,0.0,9,2.0,1,3,1,1.0,2
483,35,1,2,538,2,25,2,1,1,1,54,2,2,8,4,2,14004,4,0,14,3,4,0.0,9,3.0,3,3,2,0.0,2
484,31,1,2,525,1,6,4,4,1,1,66,4,2,7,4,0,6219,4,0,22,3,4,2.0,13,4.0,4,7,7,5.0,7
485,27,1,2,798,2,6,4,4,1,0,66,2,1,6,3,0,5013,0,0,12,3,3,2.0,6,4.5,2,5,3,0.0,3
486,37,1,2,558,1,2,3,3,4,1,75,3,2,7,3,1,3010,4,1,11,3,3,1.0,17,3.0,2,3,0,1.0,0
487,20,1,2,959,2,1,3,5,4,0,83,2,1,6,2,2,11757,1,0,13,3,4,0.0,1,0.5,4,1,0,0.0,0
488,42,1,2,622,2,2,4,5,3,0,81,3,2,2,4,1,5718,1,0,13,3,2,2.0,10,4.0,3,10,2,2.0,2
489,43,1,2,782,2,6,4,1,2,1,50,2,4,0,4,0,2671,4,1,14,3,3,1.0,21,3.0,2,1,0,0.0,0
490,38,1,2,362,2,1,1,5,3,0,43,3,1,6,1,2,14561,3,0,17,3,4,0.0,8,3.0,2,0,0,0.0,0
491,43,1,1,1001,2,9,5,4,4,1,72,3,2,8,3,0,19627,3,1,13,3,2,1.0,10,3.0,3,8,7,4.0,7
492,48,1,2,1236,2,1,4,5,4,0,40,2,4,1,1,1,17997,7,0,11,3,1,1.0,21,3.0,1,3,2,0.0,2
493,44,1,2,1112,0,1,4,5,1,0,50,2,2,4,3,2,26894,4,0,11,3,2,0.0,10,1.0,4,2,2,0.0,2
494,34,1,2,204,1,14,3,2,3,0,31,3,1,5,3,0,2912,1,1,18,3,4,2.0,8,3.0,3,8,2,0.0,6
495,27,0,2,1420,1,2,1,3,3,1,85,3,1,5,1,0,16346,0,0,11,3,2,1.0,5,3.0,3,4,3,0.0,2
496,21,1,2,1343,1,22,1,2,3,1,49,3,1,5,3,2,24444,1,0,11,3,3,0.0,3,2.0,3,3,2,1.0,2
497,44,1,2,1315,2,3,4,1,4,1,35,3,5,1,4,1,9358,4,1,12,3,1,1.0,26,2.0,4,2,2,0.0,1
498,22,1,2,604,2,6,1,4,1,1,69,3,1,6,3,1,12145,0,0,20,3,4,0.0,3,3.0,3,2,2,2.0,2
499,33,1,2,1216,1,8,4,3,3,1,39,3,2,7,3,0,20431,0,0,12,3,4,0.0,6,3.0,3,5,0,1.0,2
500,32,1,2,646,2,9,4,5,1,0,92,3,2,6,4,1,18089,1,1,12,3,4,1.0,6,2.0,2,6,4,0.0,5
501,30,1,1,160,2,3,3,4,3,0,71,3,1,6,3,0,22653,1,0,20,3,3,1.0,1,2.0,3,1,0,0.0,0
502,53,1,2,238,1,1,1,4,4,0,34,3,2,7,1,2,7507,7,0,20,3,4,0.0,18,2.0,4,14,7,7.5,10
503,34,1,2,1397,2,1,5,5,2,1,42,3,1,6,4,1,7660,1,0,12,3,4,1.0,10,4.0,2,10,9,7.5,8
504,45,0,1,306,1,26,4,5,1,0,100,3,2,7,1,1,5630,2,0,14,3,4,2.0,5,4.0,3,1,1,0.0,0
505,26,1,2,991,2,6,3,5,3,0,71,3,1,8,4,1,17759,1,1,13,3,3,1.0,3,2.0,3,3,2,0.0,2
506,37,1,2,482,2,3,3,1,3,1,36,3,3,3,3,1,9606,1,0,15,3,3,1.0,10,2.0,3,10,7,7.0,8
507,29,1,2,1176,1,3,2,4,2,0,62,3,2,7,3,1,3487,1,0,14,3,1,1.0,6,4.5,2,6,0,1.0,2
508,35,1,2,1017,2,6,4,5,2,1,82,1,2,6,4,2,19368,1,0,13,3,2,0.0,17,3.0,3,17,11,7.5,8
509,33,1,1,1296,2,6,3,5,3,1,30,3,2,2,4,0,5335,3,0,23,3,3,1.0,15,2.0,1,13,11,4.0,7
510,54,1,2,397,0,19,4,4,3,1,88,3,3,4,2,1,6729,2,0,15,3,3,1.0,16,1.0,4,9,7,7.0,1
511,36,1,2,913,2,9,2,4,2,1,48,2,2,3,2,0,13934,2,1,11,3,3,1.0,13,2.0,3,3,2,0.0,2
512,27,1,2,1115,2,3,4,4,1,1,54,2,1,6,4,2,15174,0,0,13,3,4,0.0,5,0.5,3,4,2,1.0,1
513,20,0,2,1362,2,10,1,4,4,1,32,3,1,6,3,2,26999,1,1,11,3,4,0.0,1,4.5,3,1,0,1.0,1
514,33,0,1,1076,2,3,3,5,1,1,70,3,1,6,1,2,3164,1,1,11,3,1,0.0,10,3.0,3,10,8,7.5,7
515,35,1,0,727,2,3,3,5,3,1,41,2,1,8,3,1,16900,1,0,18,3,3,2.0,1,3.0,3,1,0,0.0,0
516,23,1,2,885,2,4,3,4,1,1,58,4,1,6,1,1,8544,2,0,16,3,1,1.0,5,3.0,4,3,2,0.0,2
517,25,1,2,810,1,8,3,5,4,1,57,4,2,7,2,1,15678,0,0,22,3,3,1.0,4,4.0,3,3,2,1.0,2
518,38,1,2,243,1,7,4,3,4,0,46,2,2,7,4,2,7791,0,0,20,3,1,0.0,8,2.0,3,7,7,0.0,5
519,29,1,1,806,2,1,4,5,2,1,76,1,1,6,4,0,18959,1,0,18,3,4,1.0,10,4.5,3,10,7,2.0,8
520,48,1,2,817,1,2,1,3,2,1,56,4,2,7,2,1,18597,3,0,12,3,4,0.0,12,3.0,3,2,2,2.0,2
521,27,1,1,1410,1,3,1,4,4,0,71,4,2,7,4,0,16673,1,1,20,3,2,2.0,6,3.0,3,6,5,0.0,4
522,37,1,2,1225,2,10,2,5,4,1,80,4,1,6,4,2,15232,3,0,17,3,1,0.0,4,2.0,3,1,0,0.0,0
523,50,1,2,1207,2,28,1,4,4,1,74,4,1,8,3,1,3297,1,1,11,3,3,2.5,20,3.0,3,18,8,3.0,8
524,34,1,2,1442,2,9,3,4,4,0,46,2,3,2,2,2,17654,1,0,14,3,2,0.0,9,3.0,4,8,7,7.0,7
525,24,0,2,693,1,3,2,5,1,0,65,3,2,7,3,2,24785,2,0,14,3,1,0.0,4,3.0,3,2,2,2.0,0
526,39,1,2,408,2,2,4,2,4,0,80,2,2,2,3,2,20978,1,0,11,3,1,0.0,20,4.0,3,18,7,7.5,10
527,32,1,2,929,1,10,3,3,4,1,55,3,2,7,4,2,21703,1,0,12,3,4,0.0,10,2.0,2,10,7,0.0,8
528,50,0,1,562,1,8,2,2,2,1,50,3,2,7,3,1,23452,3,1,14,3,1,1.0,18,4.0,3,4,3,1.0,3
529,38,1,2,827,2,1,4,5,2,0,33,4,2,2,4,2,19383,0,0,13,3,3,0.0,10,4.0,2,9,7,1.0,8
530,27,1,2,608,2,1,2,5,3,0,68,3,3,3,1,1,6009,1,0,11,3,4,0.0,9,3.0,3,9,7,0.0,7
531,32,1,2,1018,2,3,2,5,3,0,39,3,3,0,4,2,19373,3,0,15,3,4,0.0,10,4.5,3,7,7,7.0,7
532,47,1,2,703,1,14,4,3,4,1,42,3,2,7,1,2,11825,2,0,12,3,4,0.0,20,2.0,3,7,7,1.0,7
533,40,1,1,580,1,5,4,5,4,1,48,2,3,7,1,1,23772,5,1,21,3,3,1.0,20,2.0,3,18,13,1.0,12
534,53,1,2,970,2,7,3,5,3,1,59,4,4,0,3,1,13514,3,0,19,3,3,0.0,10,3.0,3,5,1,1.0,3
535,41,1,2,427,0,10,4,0,2,1,73,2,5,1,4,0,8861,3,0,15,3,2,2.5,23,2.0,2,18,6,7.5,6
536,60,1,2,1179,1,16,4,3,1,1,84,3,2,7,1,2,11924,8,0,14,3,4,0.0,10,1.0,3,2,2,2.0,2
537,27,1,1,294,2,10,2,5,4,1,32,3,3,3,1,0,4809,1,0,21,3,3,2.0,9,4.0,2,9,7,1.0,7
538,41,1,2,314,0,1,3,0,4,1,59,2,5,1,3,1,19562,1,0,12,3,2,1.0,22,3.0,3,18,7,2.0,10
539,50,1,2,316,1,8,4,3,4,1,54,3,1,5,2,1,9983,7,0,15,3,4,1.0,4,2.0,3,2,2,2.0,2
540,28,0,2,654,2,1,2,5,1,0,67,1,1,6,2,2,3872,7,1,13,3,4,0.0,10,4.0,3,7,7,3.0,7
541,36,1,0,427,2,8,3,5,1,0,63,4,3,0,1,1,20335,2,0,14,3,1,1.0,10,2.0,3,8,7,0.0,5
542,38,1,2,168,2,1,3,5,3,0,81,3,3,3,3,2,15397,4,1,14,3,4,0.0,10,4.0,4,1,0,0.0,0
543,44,1,0,381,2,24,3,4,1,1,49,1,1,8,3,2,2104,2,0,14,3,3,0.0,9,4.5,3,5,2,1.0,4
544,47,1,1,217,1,3,3,4,4,0,49,3,4,7,3,0,10225,2,1,12,3,4,2.0,28,2.0,2,18,2,7.5,13
545,30,1,2,501,1,27,5,3,3,1,99,3,2,7,4,0,25275,7,0,23,3,4,1.0,10,2.0,2,8,7,7.0,7
546,29,1,2,1396,1,10,3,5,3,1,99,3,1,5,3,2,2755,1,0,11,3,3,0.0,1,4.5,3,1,0,0.0,0
547,42,0,1,933,2,19,3,4,3,1,57,4,1,6,3,0,20366,6,1,12,3,4,0.0,7,2.0,3,2,2,2.0,2
548,43,1,1,775,1,15,3,5,4,1,47,2,2,7,4,1,23683,3,0,18,3,3,1.0,7,4.5,3,2,2,2.0,2
549,34,1,2,970,2,8,2,4,2,0,96,3,2,2,3,2,7360,3,0,11,3,4,0.0,10,2.0,3,5,1,4.0,3
550,23,1,2,650,2,9,1,4,2,1,37,3,1,8,1,1,4344,1,0,14,3,4,1.0,5,2.0,4,4,3,0.0,2
551,39,1,2,141,0,3,3,0,3,0,44,4,2,4,2,1,18767,2,0,15,3,3,1.0,12,3.0,1,8,3,3.0,6
552,56,1,2,832,2,9,3,4,3,1,81,3,4,2,4,1,20420,7,0,11,3,3,0.0,10,1.0,2,10,7,1.0,1
553,40,1,2,804,2,2,1,4,4,0,86,2,1,6,4,2,22929,0,1,20,3,4,0.0,5,2.0,2,4,2,2.0,3
554,27,1,2,975,2,7,3,4,4,0,55,2,2,2,1,2,23398,8,0,19,3,1,0.0,9,2.0,1,7,6,0.0,7
555,29,1,2,1090,1,10,3,3,4,1,83,3,1,5,2,0,17967,1,0,14,3,4,2.0,2,2.0,3,2,2,2.0,2
556,53,1,2,346,2,6,3,5,4,1,86,3,2,8,4,2,10919,2,0,17,3,4,0.0,19,4.0,3,2,2,2.0,2
557,35,1,0,1225,2,2,4,5,4,0,61,3,2,2,1,0,4761,2,0,11,3,1,1.0,16,2.0,4,1,0,0.0,0
558,32,1,1,430,2,24,4,5,1,1,80,3,2,8,4,1,21146,1,0,15,3,4,2.0,10,2.0,3,10,8,4.0,7
559,38,1,2,268,2,2,5,4,4,1,92,3,1,6,3,1,20471,6,1,13,3,2,1.0,6,0.5,1,1,0,0.0,1
560,34,1,2,167,2,8,5,5,2,0,32,3,2,3,1,0,4187,3,0,14,3,3,1.0,7,3.0,3,0,0,0.0,0
561,52,1,2,621,1,3,4,3,3,1,31,2,4,1,1,1,10084,1,0,11,3,1,0.0,10,3.0,4,18,6,1.0,3
562,33,0,2,527,2,1,4,1,4,1,63,3,1,6,4,2,5207,1,1,13,3,3,0.0,10,2.0,2,10,9,7.0,8
563,25,1,2,883,1,26,1,4,3,0,32,3,2,7,4,2,22807,1,0,23,3,2,0.0,6,4.5,2,6,5,1.0,4
564,45,1,2,954,1,2,2,2,2,1,46,1,2,5,3,2,12388,0,0,13,3,1,0.0,9,3.0,3,8,7,3.0,1
565,23,1,2,310,2,10,1,4,1,1,79,4,1,6,3,2,19630,1,0,18,3,4,0.0,2,3.0,3,2,2,0.0,2
566,47,0,1,719,1,27,2,5,2,0,77,4,2,7,3,2,10339,4,1,12,3,4,0.0,8,2.0,3,5,4,1.0,3
567,34,1,2,304,1,2,3,1,4,1,60,3,2,7,4,2,18686,1,0,22,3,3,0.0,6,4.5,3,6,5,1.0,4
568,55,0,2,725,2,2,3,4,4,1,78,3,5,1,1,1,21199,5,1,13,3,4,1.0,24,2.0,3,5,2,1.0,4
569,36,1,0,1434,1,8,4,5,1,1,76,2,3,7,1,2,14229,1,0,15,3,2,0.0,10,1.0,3,10,7,0.0,9
570,52,1,0,715,2,19,4,4,4,1,41,3,1,6,4,1,26589,0,0,18,3,1,1.0,5,3.0,3,4,3,1.0,2
571,26,1,1,575,2,1,2,5,1,0,71,1,1,8,4,0,5288,3,0,14,3,1,1.0,5,2.0,3,2,2,2.0,0
572,29,1,2,657,2,27,3,4,2,0,66,3,2,2,3,1,25549,4,0,12,3,1,1.0,11,3.0,2,8,7,1.0,1
573,26,0,2,1146,1,8,3,2,4,1,38,2,2,7,1,2,3064,6,0,17,3,3,0.0,6,2.0,2,4,3,1.0,2
574,34,1,2,182,2,1,4,5,2,0,72,4,1,6,4,2,13551,2,0,16,3,3,0.0,10,2.0,3,4,2,1.0,3
575,54,1,2,376,2,19,4,4,4,0,95,3,2,3,1,0,22670,2,1,11,3,2,2.0,9,4.0,3,5,3,1.0,4
576,27,1,1,829,1,8,1,3,3,1,84,3,2,7,4,1,24008,0,0,19,3,2,1.0,5,3.0,3,4,2,1.0,1
577,37,1,2,571,2,10,1,5,4,0,82,3,1,6,1,0,19905,0,1,13,3,2,2.0,6,3.0,2,5,3,4.0,3
578,38,1,1,240,2,2,4,5,1,0,75,4,2,3,1,2,26085,6,1,12,3,4,0.0,17,2.0,3,15,7,4.0,12
579,34,1,2,121,2,2,4,4,3,0,86,2,1,6,1,2,7530,1,0,11,3,3,0.0,6,3.0,3,6,5,1.0,3
580,35,1,2,384,1,8,4,5,1,0,72,3,1,5,4,1,20317,1,0,16,3,2,1.0,3,1.0,2,3,2,0.0,2
581,30,1,2,921,2,1,3,5,4,1,38,1,1,8,3,1,24375,3,0,21,3,3,2.0,7,2.0,3,2,2,0.0,2
582,40,1,1,791,2,2,2,4,3,0,38,4,2,2,2,1,9931,1,0,24,3,4,1.0,8,2.0,3,8,7,3.0,7
583,34,1,2,1111,1,8,2,5,3,0,93,3,2,7,1,1,13305,5,0,17,3,2,1.0,6,1.0,3,3,2,1.0,2
584,42,1,1,570,2,8,3,5,2,1,66,3,5,1,4,0,16225,1,0,13,3,2,1.0,24,4.0,2,18,7,7.5,9
585,23,0,2,1243,2,6,3,5,3,1,63,4,1,8,1,1,3445,1,1,21,3,3,2.0,1,2.0,3,0,0,0.0,0
586,24,1,0,1092,2,9,3,5,3,1,60,2,1,8,2,0,26551,1,0,11,3,3,2.5,1,4.0,3,1,0,0.0,0
587,52,1,2,1325,2,11,4,5,4,0,82,3,2,8,3,1,21821,8,0,20,3,2,1.0,9,3.0,3,5,2,1.0,4
588,50,1,2,691,2,2,3,4,3,1,64,3,4,0,3,1,6881,5,0,16,3,4,0.0,10,3.0,3,4,3,0.0,3
589,29,0,2,805,2,1,2,5,2,0,36,2,1,8,1,1,6689,1,1,11,3,4,1.0,1,1.0,3,1,0,0.0,0
